"F#","Score","nose_score","nose_x","nose_y","leftEye_score","leftEye_x","leftEye_y","rightEye_score","rightEye_x","rightEye_y","leftEar_score","leftEar_x","leftEar_y","rightEar_score","rightEar_x","rightEar_y","leftShoulder_score","leftShoulder_x","leftShoulder_y","rightShoulder_score","rightShoulder_x","rightShoulder_y","leftElbow_score","leftElbow_x","leftElbow_y","rightElbow_score","rightElbow_x","rightElbow_y","leftWrist_score","leftWrist_x","leftWrist_y","rightWrist_score","rightWrist_x","rightWrist_y","leftHip_score","leftHip_x","leftHip_y","rightHip_score","rightHip_x","rightHip_y","leftKnee_score","leftKnee_x","leftKnee_y","rightKnee_score","rightKnee_x","rightKnee_y","leftAnkle_score","leftAnkle_x","leftAnkle_y","rightAnkle_score","rightAnkle_x","rightAnkle_y"
"0","0.7526946852312368","0.9963927865028381","116.81753121170344","95.51414017128734","0.9944366216659546","127.59524675755719","89.31938238903486","0.9887574315071106","110.69631140216504","84.7896933766593","0.8159041404724121","144.38613791870915","91.80056681675194","0.8082976937294006","96.61522160947713","94.80086335038717","0.997170627117157","166.4852685866013","159.97428961559737","0.9950823783874512","73.51635901756536","153.14072870575222","0.9928817749023438","199.69219132965688","223.3081216727738","0.9853624105453491","37.818866804534316","224.7470227806969","0.9579489827156067","158.9449933619281","219.4004565213634","0.9488556385040283","83.88343960631128","230.80983929929482","0.9681822657585144","158.54720371221407","299.9501240147954","0.9609564542770386","94.01264265471815","299.01651298050336","0.20467132329940796","148.75165951797388","350.9568259990321","0.1442318856716156","54.549803889654825","351.8625012963219","0.021593105047941208","175.0393656811683","336.04283695727327","0.015084128826856613","50.55490930095997","337.8108579922567"
"1","0.7438829406986341","0.9962742328643799","116.87694674223857","96.01067197006361","0.9946308135986328","125.95099156198938","88.98086412818031","0.9886136054992676","108.58042598549837","83.46022614335592","0.8348634839057922","144.7559072457108","91.62570919610758","0.7807956337928772","95.8392613230188","94.49645455959624","0.9967701435089111","167.71509906045753","157.4828723468612","0.9956966638565063","74.4943337035335","152.7906245678927","0.9931560158729553","200.47251582924838","224.01486017007744","0.9846140146255493","36.50836620455474","226.1655392267008","0.9554997682571411","158.22402854370915","218.940780774682","0.9521262049674988","88.65778505412582","231.22372247476494","0.9642333984375","160.10153377757354","301.2807984478706","0.9616367220878601","94.74626927593955","300.2548244780144","0.14300374686717987","148.9096328635621","351.26421633019913","0.07296068221330643","59.36047921772876","350.21134368086285","0.018305066972970963","153.5648041768791","244.0639853688468","0.0128297945484519","117.05132378472223","257.1478919645327"
"2","0.7460224017610445","0.9965205192565918","116.31811204299429","95.75270391143529","0.9948834776878357","124.80629116881128","87.93874284862417","0.9885814785957336","107.8524959788603","83.46279448112556","0.8613100051879883","145.17041973039215","89.89788224211837","0.7965726852416992","95.09106604881536","93.29279536694553","0.9968606233596802","169.08250995710785","155.257071435979","0.9960972666740417","75.13650333180148","150.22325903968473","0.9925232529640198","200.24364596098857","218.8343689504978","0.9835889339447021","36.513480392156865","224.91838033220412","0.9590123891830444","160.83025365093954","220.82381797047844","0.9417037963867188","87.85709954554738","232.44772581927546","0.968485951423645","160.72334239685458","303.6391320692755","0.9613229632377625","95.01168843188317","301.9653212285675","0.13156452775001526","161.35265076082518","348.79494996197457","0.08362201601266861","74.75810131995507","349.33311799986177","0.016329465433955193","155.23281122344773","244.8085602616842","0.013401477597653866","103.26727175245098","259.33167584174504"
"3","0.7510082610499333","0.9964878559112549","115.6091468162786","95.91010979846516","0.9946777820587158","123.99927874795752","87.3856509048327","0.9887442588806152","107.6519655713848","82.98506745194967","0.8548699617385864","144.65282564848857","89.23575342228983","0.7695177793502808","95.11335784313727","92.87422112659016","0.9969269633293152","168.22034249897877","151.96823795284845","0.996253252029419","74.35448740042892","148.05164438433354","0.9912195801734924","199.03755935968138","218.48643615182525","0.98430335521698","36.93775052338644","224.84481406422844","0.9630481600761414","157.66185087316177","217.6327109547843","0.9520066976547241","84.86735823886846","231.14999416655147","0.9684492945671082","160.626260595384","302.2651604846516","0.959820568561554","94.89856196384804","300.93555551714604","0.21280702948570251","143.5412677440768","349.99220046321904","0.10480432957410812","74.23091713899102","347.9236596031527","0.018029192462563515","175.1406920189951","336.55342574668146","0.015174376778304577","87.40929298151553","260.6267662385924"
"4","0.7527052957345458","0.9965303540229797","116.96392782373367","94.59668454870715","0.994229793548584","125.245401220384","86.01240039926715","0.9873030781745911","108.95181493821488","85.79692739301024","0.8370581269264221","145.47066482843138","88.21339294973728","0.7821753025054932","95.23854773029004","91.99575238523231","0.9969731569290161","168.17851945465688","151.43935482058907","0.9961817264556885","74.708882250817","147.71738778173398","0.9915355443954468","199.50993157679738","216.66683770913994","0.9847553372383118","36.87581779130923","219.87570433490046","0.9648306369781494","159.46702346303107","219.18960976389658","0.9491103887557983","85.93556123621325","232.69250380254428","0.9713245034217834","160.7195925245098","300.12959978221795","0.961371123790741","95.92718386182598","299.17155308006085","0.23000217974185944","142.54651437397877","349.9105969994469","0.11750011891126633","73.93519582312092","347.4247053028208","0.018719911575317383","176.01329529207518","336.75231393459626","0.016388744115829468","103.22809755412582","260.47162891489216"
"5","0.7548232030342606","0.9965578317642212","116.65738772722631","94.96945811583933","0.994659960269928","124.70043307036357","86.7172106177406","0.988688051700592","108.52079503676471","82.57539732266316","0.8470500111579895","144.77034824346407","88.51872536988385","0.7909583449363708","94.85918830422794","92.71537308144359","0.9971044659614563","167.61410781760623","151.8131330371958","0.9961470365524292","74.35154335171569","148.03030368501106","0.991115927696228","201.44200942095588","223.12214809181418","0.9845954179763794","37.15075922947304","224.16458534983408","0.9664347171783447","157.78074576184642","218.64818471722901","0.9488962292671204","84.07429215175654","231.55776842505534","0.9727284908294678","160.3266059027778","299.54132890279317","0.960594117641449","95.91548745149102","299.1063480883573","0.23455588519573212","141.89161113664215","349.4993064677821","0.12571626901626587","73.94995595894608","346.90782935218476","0.021517887711524963","175.2439172283497","336.0744996197456","0.014673806726932526","99.6496821384804","328.32904106747793"
"6","0.7560397016761058","0.9965148568153381","116.50852577359069","95.55938180569","0.9941295981407166","124.55649382148694","85.83340265054619","0.988006055355072","108.29474156198938","82.22150954525029","0.8311655521392822","144.8666800704657","87.638911694552","0.790090024471283","94.09349628523285","91.93030433317202","0.9970412254333496","167.9294641033497","150.57281224073563","0.996166467666626","73.80852992238563","147.57352845858685","0.9919790029525757","199.9893407883987","215.4706242654176","0.9846590757369995","37.22460777930964","224.4832860896018","0.9671867489814758","158.0795068678513","218.84600343957413","0.958861231803894","84.31626263786765","230.0464839428927","0.9693780541419983","160.60717613868465","299.5271341779591","0.9612761735916138","95.96405228758171","298.9276825221239","0.2684500813484192","142.5729868770425","350.0961330717644","0.12397830188274384","73.70968488306781","347.38918608268807","0.02025129273533821","175.09336384293303","336.30145317685293","0.013541185297071934","86.36181800194036","261.87246677094856"
"7","0.7538341272841481","0.9959595799446106","116.62487553615196","95.5047418374931","0.9942785501480103","124.93512720843546","85.55727798326882","0.9877346158027649","108.32028856464461","85.72029046252766","0.8236832618713379","144.87261603860296","87.86561408929066","0.8036020994186401","93.36622051164217","91.77188569465571","0.9970353841781616","167.57375280841504","150.51642223797015","0.9960582256317139","72.32528786254085","146.98449599004425","0.992743968963623","201.59071180555557","216.9327781474696","0.9826840162277222","38.03930743847018","222.98964778933907","0.9602149724960327","157.73025811887257","219.49541210073286","0.96169513463974","85.17859764348448","228.5401254839602","0.9642685651779175","162.29233685661765","302.985818238385","0.959511935710907","93.76330007914625","300.8376183974005","0.23134443163871765","142.2473383884804","350.20470003111177","0.13023000955581665","69.52461990655638","347.5759212527655","0.019993769004940987","175.94303704554738","335.4510984167589","0.014141643419861794","68.24038436989379","336.37657503111177"
"8","0.7581885313505635","0.9964871406555176","116.17003995608661","95.51175007777933","0.9943525791168213","125.02194074244282","85.85023052924502","0.9884296655654907","108.3477663526348","86.2451874049364","0.823747456073761","144.4891876021242","87.53089567201329","0.8085212111473083","93.27395769505719","91.95993339065957","0.9972690343856812","167.35099443423204","150.19974700117535","0.9964020252227783","73.10391295189952","147.56477828574393","0.9928616881370544","201.46160449857027","216.0315265486726","0.983208179473877","37.52330505770016","224.52512487900998","0.9608600735664368","156.19644863153596","219.2845167311947","0.9666191339492798","85.93922334558825","229.6784743587528","0.9671703577041626","161.74702563316995","302.91711317754425","0.9617378115653992","94.31950986774919","300.6826107058905","0.29047203063964844","143.31078622855392","350.110813917312","0.12650348246097565","87.28648865145017","356.27297730572457","0.018073543906211853","155.12925091911765","242.63039918072457","0.01648961938917637","87.63079076031455","261.3019392975664"
"9","0.7594801533200285","0.9965245127677917","117.37746693729576","94.65019833725111","0.9939770698547363","125.44090520322713","85.78711585660952","0.9884280562400818","109.49529909620098","85.87474721722899","0.8080907464027405","144.5160430708742","87.23700329265765","0.8167825937271118","93.84509516697304","91.70595152188193","0.9970090985298157","167.91583690767976","149.98416866876383","0.9963899850845337","73.87382557189542","147.21802838080754","0.99274080991745","203.4023948120915","216.69757674225664","0.9821086525917053","35.74634427338644","217.45193886545908","0.9604577422142029","158.7079376021242","219.3114316146986","0.9688038229942322","85.77564912683825","228.42228982300887","0.9665759205818176","161.14955129187092","300.5277650546184","0.9621627926826477","93.59437231924021","299.21993829507744","0.31044337153434753","144.11689708435458","350.51662748893807","0.13622935116291046","86.15893395118465","356.39868812223455","0.02008500136435032","175.7052791819853","336.35210695519913","0.014353078790009022","87.97182968239379","262.2320988747926"
